slant_K12,polit_K12,slant_Cong,polit_Cong,slant_fire,polit_fire,slant_journ,polit_journ,slant_WHO,polit_WHO,slant_rang,polit_rang,slant_phys,polit_phys,slant_ASPCA,polit_ASPCA,slant_dent,polit_dent,slant_prof,polit_prof,slant_police,polit_police,slant_poll,polit_poll,slant_SC,polit_SC,slant_doc,polit_doc,slant_law,polit_law,slant_USPS,polit_USPS,slant_econ,polit_econ,slant_pharm,polit_pharm,slant_sci,polit_sci,slant_MLB,polit_MLB,Trust_K12,Trust_Cong,Trust_fire,Trust_journ,Trust_WHO,Trust_rang,Trust_phys,Trust_ASPCA,Trust_dent,Trust_prof,Trust_police,Trust_poll,Trust_SC,Trust_doc,Trust_law,Trust_USPS,Trust_econ,Trust_pharm,Trust_sci,Trust_MLB,slant_mech,polit_mech,slant_chefs,polit_chefs,slant_lib,polit_lib,slant_church,polit_church,slant_vet,polit_vet,slant_tailor,polit_tailor,slant_UN,polit_UN,slant_psych,polit_psych,slant_bank,polit_bank,slant_holly,polit_holly,slant_judge,polit_judge,slant_crim,polit_crim,slant_toll,polit_toll,slant_NFL,polit_NFL,slant_CIA,polit_CIA,slant_realestate,polit_realestate,slant_localbiz,polit_localbiz,slant_think,polit_think,slant_FB,polit_FB,slant_PETA,polit_PETA,Trust_mech,Trust_chefs,Trust_lib,Trust_church,Trust_vet,Trust_tailor,Trust_UN,Trust_psych,Trust_bank,Trust_holly,Trust_judge,Trust_crim,Trust_toll,Trust_NFL,Trust_CIA,Trust_realestate,Trust_localbiz,Trust_think,Trust_FB,Trust_PETA,Ideology
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,20,1,50,1,70,5,65,1,20,1,20,5,50,2,64,2,12,6,50,3,10,5,40,1,5,5,20,6,50,1,60,3,1,1,0,6,85,1,1,1,5,3,4,2,1,4,3,3,1,4,3,1,1,2,3,3,1,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4,70,4,95,6,100,6,90,4,90,5,60,6,80,4,94,4,60,4,80,6,80,6,90,4,90,4,90,4,95,4,95,4,95,4,30,6,20,6,5,5,7,5,7,7,5,4,7,7,2,4,7,4,5,5,4,5,2,4,7
25,5,40,5,54,4,15,6,22,5,75,3,23,4,24,5,34,3,20,5,74,5,38,5,50,3,27,5,33,5,39,4,38,4,38,4,28,5,50,2,2,2,3,2,2,2,2,2,3,2,5,2,4,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,45,1,43,3,71,1,50,1,50,1,7,5,0,5,50,1,0,6,40,4,71,4,49,1,29,4,15,5,50,1,45,4,50,1,46,4,50,1,4,5,5,4,5,5,1,2,3,4,1,5,5,1,2,3,4,3,2,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,50,2,35,3,52,4,40,1,20,4,50,6,60,1,71,5,50,4,70,6,61,6,40,1,69,4,50,3,73,4,54,4,40,5,61,5,19,5,4,4,4,2,5,5,4,4,2,3,2,2,5,3,7,3,4,5,1,7,2
30,3,40,5,65,1,5,6,0,6,45,3,10,3,15,4,55,1,2,6,58,2,10,5,40,3,35,4,60,2,30,3,38,3,0,6,30,5,15,4,3,1,5,1,1,4,3,2,4,2,5,1,3,2,2,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3,50,2,60,1,37,3,54,1,60,1,53,5,61,3,56,2,23,5,49,5,44,3,50,1,33,3,45,5,52,2,50,4,52,5,28,5,48,2,4,5,4,3,5,4,3,4,3,3,2,3,4,2,3,4,4,2,3,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,72,2,35,2,73,1,66,3,22,3,49,2,65,4,39,1,76,2,46,1,50,1,50,2,32,2,72,1,28,1,59,2,40,4,68,3,33,3,4,7,5,7,4,4,3,3,2,3,2,4,3,4,4,2,4,3,2,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2,,,65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,4,64,5,72,5,67,5,64,4,62,4,64,4,59,5,41,5,68,5,44,5,60,4,62,5,63,5,68,5,45,5,,5,60,5,61,5,64,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,50,4,80,4,100,2,50,2,50,1,29,4,30,4,30,4,0,5,50,3,30,3,50,2,21,4,0,5,50,1,88,1,50,1,0,6,50,4,4,4,4,4,4,4,2,3,2,3,1,1,3,1,1,3,4,3,1,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,50,1,71,1,85,4,65,1,50,1,25,6,15,1,50,3,5,5,50,2,50,4,50,1,25,3,50,2,50,1,50,2,50,3,5,4,5,6,3,5,5,5,3,5,3,4,4,5,2,5,4,3,4,4,4,3,2,2,6
39,2,41,6,50,2,82,6,75,5,50,2,30,3,50,1,50,2,12,6,70,3,65,1,60,5,41,4,60,5,50,2,64,4,21,6,3,6,50,2,5,2,7,1,2,7,4,5,7,3,7,7,7,7,4,5,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
50,3,70,4,50,3,30,2,60,4,85,4,35,3,50,3,60,3,90,3,50,4,50,2,60,4,45,3,75,4,50,3,50,4,40,3,80,3,50,3,5,3,4,4,4,4,3,4,3,4,2,3,3,4,3,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2,26,2,23,2,82,4,39,2,30,2,41,4,21,3,37,4,18,6,50,6,50,6,43,4,59,2,45,4,60,2,66,5,50,1,38,4,29,4,4,5,5,5,5,5,4,5,4,4,3,7,4,4,3,4,5,4,3,3,7
55,3,52,2,55,3,44,2,55,4,53,4,63,4,40,2,74,4,54,4,45,4,45,5,65,5,65,4,67,4,55,4,60,4,91,6,57,4,54,3,4,1,2,2,1,2,2,2,2,2,2,4,1,2,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,4,35,6,16,4,20,1,1,1,59,4,9,6,36,3,3,1,10,3,73,2,2,3,11,1,77,1,72,2,20,5,29,5,94,6,14,6,52,2,1,7,3,4,1,4,3,7,3,7,4,1,2,2,7,3,5,4,5,1,7
40,2,50,6,40,1,35,4,40,1,60,1,50,1,50,3,70,1,40,3,85,5,65,3,65,6,65,1,60,4,45,1,65,3,65,3,35,1,65,1,4,1,4,3,7,4,4,5,4,4,1,2,1,5,2,4,3,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
50,2,50,5,65,3,50,3,40,4,35,3,45,1,45,4,50,2,40,3,65,4,50,5,70,6,55,3,65,3,50,2,55,3,65,2,40,1,59,1,4,2,3,2,3,4,5,2,3,3,2,1,1,3,2,2,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3,51,6,61,2,46,5,42,3,25,4,40,2,10,3,62,2,40,3,82,4,53,4,55,6,44,2,46,5,45,2,46,3,85,5,32,2,45,2,4,2,4,4,5,5,7,7,5,5,4,2,2,4,2,3,3,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
35,4,49,5,80,2,10,6,13,5,60,2,34,1,39,2,58,1,25,3,96,3,34,2,53,4,55,2,58,2,40,1,54,5,45,3,37,3,54,2,4,2,5,1,2,4,3,3,4,3,5,2,3,5,2,3,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,51,1,24,4,72,4,50,1,57,2,20,5,27,4,59,4,2,4,39,5,36,5,55,1,39,3,32,4,42,2,55,3,12,4,0,5,8,5,5,4,2,4,5,5,1,2,4,2,1,2,4,3,1,4,4,2,1,2,6
19,5,39,6,57,1,19,5,30,5,40,2,45,2,9,6,52,1,19,4,71,3,48,6,60,5,52,4,50,5,61,1,61,3,40,3,30,5,61,3,5,1,7,2,2,7,5,1,7,4,5,1,4,5,2,7,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,45,1,36,1,100,6,42,1,62,1,25,6,42,1,82,4,64,5,76,6,94,6,49,1,91,5,51,6,72,1,60,3,48,1,62,3,15,6,1,4,7,1,5,4,7,5,1,4,1,2,4,1,1,1,4,3,1,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,35,4,71,2,98,1,32,4,43,5,7,1,29,3,91,6,3,6,87,1,93,2,23,3,13,2,96,2,21,6,37,5,95,1,11,5,33,4,4,5,7,7,5,4,5,4,3,7,2,5,3,5,7,4,5,5,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,4,41,3,85,5,67,5,44,4,56,3,58,3,43,4,83,4,27,5,68,3,64,4,46,2,46,3,72,4,44,4,62,4,41,5,37,6,27,5,4,5,5,2,4,5,3,4,7,7,2,4,5,5,4,3,5,4,2,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,30,3,40,1,75,6,40,1,70,2,15,6,30,4,75,5,30,6,75,4,80,4,50,1,50,4,85,5,50,4,75,5,50,5,30,6,30,6,4,5,5,5,5,5,2,5,5,5,1,5,4,4,7,5,5,4,4,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,5,50,4,45,4,45,4,56,4,50,3,40,5,55,3,35,3,20,5,30,5,45,5,50,1,35,3,40,4,50,2,50,3,50,4,50,3,30,4,4,5,5,2,5,5,2,4,3,2,2,2,5,3,2,4,5,3,3,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,5,34,4,16,5,32,5,75,3,74,3,63,4,71,4,34,5,71,3,24,5,28,5,24,5,28,5,28,5,34,5,70,4,52,4,51,4,68,3,4,4,4,2,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,5
76,5,87,2,77,2,12,4,78,2,79,2,79,4,20,5,84,2,82,5,81,5,79,4,84,4,88,5,30,5,19,5,85,5,18,5,26,5,20,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
55,3,46,3,70,2,52,3,50,3,50,2,50,2,50,2,50,2,50,3,50,2,50,5,50,4,50,2,50,2,50,2,50,3,50,4,50,2,50,2,5,3,5,5,5,5,5,5,5,5,5,3,5,5,3,4,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,35,3,17,5,25,6,72,2,50,2,9,6,19,5,71,4,1,6,38,5,42,5,50,1,15,1,16,6,68,1,89,5,50,5,14,5,5,6,4,4,5,4,7,5,2,3,4,4,1,1,5,4,2,2,5,4,2,1,5
19,5,50,6,70,5,11,5,35,5,30,5,41,5,9,5,68,5,9,5,80,5,18,5,61,5,63,5,13,5,15,5,65,5,13,5,24,5,52,4,3,3,5,2,4,5,3,3,5,3,5,3,5,5,3,3,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2,34,2,5,3,90,5,60,3,55,1,45,6,30,2,100,5,25,4,80,5,86,5,81,1,65,4,95,5,65,2,61,4,40,6,67,4,0,5,3,4,5,2,5,7,4,5,1,3,2,1,4,2,1,4,4,2,1,3,3
34,4,46,6,76,3,42,4,12,1,66,1,38,3,16,3,50,1,33,4,70,4,50,5,73,6,37,2,61,4,50,1,68,3,64,4,29,1,28,1,5,1,4,4,7,4,4,2,4,5,5,1,1,5,1,7,4,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
49,3,65,6,80,3,30,2,60,2,75,1,30,1,16,1,75,1,20,1,86,5,60,2,80,6,75,2,54,2,60,1,47,1,90,6,33,1,40,1,3,1,3,3,7,3,7,7,3,4,2,2,1,4,1,7,3,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,42,1,16,4,60,4,40,1,40,1,30,6,29,4,37,2,10,6,34,6,40,6,40,1,10,3,29,6,56,1,58,3,31,6,11,6,5,6,7,4,2,7,5,4,1,1,5,1,1,1,4,1,1,4,4,1,1,1,7
13,4,40,6,54,1,4,6,22,4,50,1,50,1,10,2,50,1,3,6,62,1,50,1,62,3,50,1,50,1,50,1,50,1,50,6,50,6,50,1,3,1,7,1,2,4,4,7,5,2,4,1,4,7,1,4,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,34,1,13,3,91,5,40,1,54,2,55,3,38,2,95,5,27,3,68,4,80,5,48,1,42,2,75,5,65,3,65,2,66,5,45,4,45,2,2,3,5,1,4,4,4,5,2,2,2,1,3,2,1,3,3,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2,50,2,60,3,75,5,50,2,50,2,50,4,45,3,60,2,45,4,50,3,61,4,50,1,50,1,65,2,50,3,52,3,50,5,60,4,50,3,4,4,5,1,4,4,2,3,3,3,3,3,4,3,4,3,3,2,1,1,1
26,3,50,6,71,2,32,2,39,4,50,1,15,1,19,3,50,1,9,4,76,4,50,4,50,6,28,2,50,3,64,2,34,1,29,1,9,4,72,1,5,4,4,5,5,5,7,5,5,7,4,4,4,7,5,4,4,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,25,1,73,2,100,3,50,1,50,1,50,5,50,1,50,2,10,1,50,2,50,4,50,1,50,1,50,1,50,1,50,2,50,5,19,4,50,1,2,7,5,3,5,5,4,5,5,4,1,3,5,4,3,4,4,4,2,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,50,2,20,3,95,6,30,3,50,1,55,4,19,5,50,1,20,3,50,5,70,5,50,1,45,2,60,3,60,2,65,4,50,5,60,3,10,5,5,5,7,2,5,4,4,7,4,3,3,2,4,3,3,4,4,3,2,4,2
43,2,62,6,85,1,31,3,40,2,50,1,36,2,60,1,50,1,33,3,97,6,78,6,73,6,50,2,50,3,65,2,33,3,28,1,28,2,70,2,5,1,4,1,7,7,7,4,7,5,1,2,1,7,4,2,3,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2,44,2,12,4,100,6,31,3,37,3,64,6,16,4,58,3,31,3,74,5,65,5,64,2,65,3,62,6,38,4,58,4,20,5,34,5,8,6,4,4,4,1,5,4,4,5,5,4,2,4,3,3,4,4,3,4,1,2,3
50,3,43,4,52,1,45,4,36,4,52,1,50,3,50,1,50,1,43,4,50,1,42,3,50,4,50,3,38,2,49,1,47,2,50,1,38,5,50,1,5,2,7,1,2,7,3,7,5,3,7,3,2,5,2,7,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
30,4,50,6,60,2,20,5,50,4,50,3,50,2,0,2,67,2,30,6,65,3,50,4,50,6,70,3,70,5,50,2,60,3,70,4,50,4,50,2,5,1,7,2,7,5,4,7,5,3,5,2,2,4,1,2,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
65,6,50,6,75,3,30,5,25,5,71,4,20,2,15,5,60,2,40,3,87,5,45,5,60,6,40,4,45,4,47,3,58,6,40,4,25,2,70,3,7,1,4,3,7,4,5,5,4,4,1,2,1,5,2,2,1,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,50,1,25,5,70,5,50,1,70,1,50,6,40,2,100,6,15,5,50,4,80,5,50,1,40,1,50,5,70,3,60,2,50,5,75,5,50,6,4,5,5,1,5,5,4,5,4,2,4,1,5,3,3,2,3,4,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,4,30,3,42,2,71,5,60,4,50,3,82,5,42,3,100,5,30,3,80,5,90,5,40,4,50,4,82,5,60,4,70,5,60,4,40,3,60,5,3,4,4,1,3,3,3,3,1,1,2,1,2,1,5,4,4,3,4,4,5
20,2,50,5,75,1,50,3,50,1,50,1,50,1,35,1,50,1,50,2,80,3,50,4,60,2,50,1,50,1,50,1,50,1,50,1,50,1,50,1,5,3,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2,35,2,76,3,60,5,45,2,50,1,35,6,32,3,50,2,6,5,41,3,40,6,50,1,32,2,14,4,50,1,50,1,50,1,13,5,1,6,3,2,4,3,3,3,2,2,3,2,1,1,4,2,1,3,3,3,1,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,50,3,50,1,91,6,50,2,50,1,30,5,30,3,70,5,10,6,50,6,40,6,50,1,40,3,50,5,50,3,50,4,50,3,50,5,39,6,3,4,5,1,5,5,3,3,1,2,1,2,4,1,1,4,4,5,2,4,5
50,3,47,6,40,1,50,4,65,4,58,2,30,1,35,2,50,2,50,2,90,6,65,3,90,6,50,3,60,3,50,2,90,5,90,5,40,2,75,1,5,2,7,4,4,5,7,3,5,4,1,2,1,4,3,4,2,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30,2,60,6,70,1,19,3,36,2,39,3,11,1,45,1,76,1,7,3,80,2,29,5,65,6,60,1,75,5,60,1,55,2,64,4,20,1,65,1,5,1,4,4,7,5,4,5,4,5,4,3,2,4,2,5,4,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
43,2,44,6,57,1,44,4,50,3,50,1,42,1,46,1,52,1,40,2,57,3,50,2,68,5,58,1,56,2,50,1,67,2,60,4,40,1,53,1,5,2,5,2,5,5,5,5,4,5,3,5,2,4,3,5,4,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,35,1,20,3,60,4,58,1,43,1,12,6,30,3,68,1,12,5,55,3,57,2,46,1,32,1,32,4,64,1,65,1,40,5,16,4,5,5,4,3,4,4,5,3,1,3,4,5,1,5,2,2,2,3,4,4,2,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,20,1,50,1,100,6,30,2,50,1,0,6,20,5,80,4,8,3,50,2,100,6,50,4,80,5,15,2,100,5,50,5,12,4,91,6,70,4,3,7,7,1,4,5,7,5,2,3,3,1,4,2,5,1,4,5,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,35,2,30,3,60,3,55,1,50,1,10,6,35,4,75,4,5,6,65,4,70,4,50,1,55,3,35,6,60,2,70,2,20,4,10,5,2,6,3,4,4,4,4,4,1,3,5,4,1,4,5,4,2,4,4,2,1,1,7
20,5,40,5,55,2,5,6,20,5,40,3,55,2,15,5,50,1,9,6,60,2,35,5,44,4,50,3,30,5,40,2,50,3,50,2,40,4,35,4,2,2,4,1,2,4,4,2,4,1,5,2,3,4,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,76,1,100,4,100,5,37,3,64,1,71,2,39,3,35,3,92,5,72,3,75,5,34,1,99,5,50,3,35,2,73,4,82,4,24,5,6,6,4,7,7,7,7,7,7,7,5,7,3,7,5,3,7,3,5,4,3,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,5,30,1,17,3,73,6,36,1,38,1,41,6,20,4,79,5,9,5,53,6,52,6,43,1,61,2,42,5,58,3,71,4,95,6,42,4,2,6,3,5,7,1,7,5,4,5,2,4,3,3,5,4,2,5,4,1,1,1,2
40,4,55,6,40,3,40,5,40,5,45,4,35,4,20,5,45,4,30,5,60,5,40,6,60,6,40,5,30,5,60,4,70,5,35,5,25,5,55,3,3,2,4,2,3,3,4,3,4,4,3,1,2,3,2,3,3,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
37,4,27,6,53,1,41,5,36,3,47,1,50,2,41,3,53,1,40,4,54,3,44,2,50,2,50,2,40,4,46,1,39,3,46,3,49,2,40,2,5,2,7,3,3,5,5,4,5,3,5,3,4,5,3,3,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
40,3,50,6,75,3,50,5,25,4,50,3,40,2,35,3,50,2,20,3,80,5,50,3,70,6,38,3,47,4,40,3,45,5,80,4,37,2,70,2,4,3,3,3,5,4,4,4,3,3,1,2,2,3,2,2,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,1,40,1,20,3,92,5,16,1,50,4,40,4,31,3,91,3,40,4,45,4,70,4,50,1,55,1,50,2,61,4,65,3,50,6,50,2,50,1,3,4,5,3,5,5,4,4,1,4,4,4,4,3,5,2,3,4,4,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,17,5,10,4,99,5,31,2,30,5,45,3,10,3,72,6,5,2,60,5,56,6,65,1,61,1,48,2,75,5,64,3,44,1,40,5,0,2,2,3,5,1,2,3,4,3,4,2,4,3,5,3,2,2,4,3,2,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3,45,3,53,3,73,4,30,3,49,3,19,3,19,3,40,3,29,3,31,3,39,3,48,3,41,3,16,4,45,3,58,3,18,4,40,3,36,3,3,3,4,2,5,3,5,5,3,5,4,4,3,3,5,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,28,1,50,1,72,4,50,1,36,1,24,6,38,2,50,1,8,5,50,3,50,3,50,1,26,2,50,1,50,1,36,2,50,3,10,4,0,6,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,2,1,4
30,3,51,6,57,2,50,4,37,4,57,3,35,2,37,2,50,1,42,3,72,4,50,5,60,5,50,2,52,4,60,3,45,5,70,4,30,2,68,1,5,2,3,3,3,4,5,3,5,5,1,2,3,5,4,3,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
